;article_name;authors;article_url;doi;volume_name;volume_date;volume_url
1441;Economic growth, skill-biased technical change and wage inequality: A model and estimations for the US and Europe;['Greiner, Alfred', 'Rubart, Jens', 'Semmler, Willi'];https://www.sciencedirect.com/science/article/pii/S0164070404000473;https://doi.org/10.1016/j.jmacro.2003.05.001;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1442;Endogenous growth, welfare and budgetary regimes;['Ghosh, Sugata', 'Mourmouras, Iannis A.'];https://www.sciencedirect.com/science/article/pii/S0164070404000485;https://doi.org/10.1016/j.jmacro.2004.09.001;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1443;Credit crunch in a model of financial intermediation and occupational choice;['Yuan, Mingwei', 'Zimmermann, Christian'];https://www.sciencedirect.com/science/article/pii/S0164070404000497;https://doi.org/10.1016/j.jmacro.2003.05.002;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1444;Central Bank independence: Low inflation at no cost? A numerical simulations exercise;['Demertzis, Maria'];https://www.sciencedirect.com/science/article/pii/S0164070404000503;https://doi.org/10.1016/j.jmacro.2003.06.002;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1445;Optimal fiscal policy, uncertainty, and growth;['Clemens, Christiane', 'Soretz, Susanne'];https://www.sciencedirect.com/science/article/pii/S0164070404000515;https://doi.org/10.1016/j.jmacro.2003.05.003;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1446;Estimating average economic growth in time series data with persistency;['Xiao, Zhijie'];https://www.sciencedirect.com/science/article/pii/S0164070404000527;https://doi.org/10.1016/j.jmacro.2003.06.003;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1447;Monetary policy uncertainty and interest rate targeting;['Kobayashi, Teruyoshi'];https://www.sciencedirect.com/science/article/pii/S0164070404000539;https://doi.org/10.1016/j.jmacro.2003.06.004;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1448;Exchange rate changes and endogenous terms of trade effects in a small open economy;['Swift, Robyn'];https://www.sciencedirect.com/science/article/pii/S0164070404000540;https://doi.org/10.1016/j.jmacro.2003.06.005;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1449;Corrigendum to “Inequality, mobility, and the transmission of ability” [Journal of Macroeconomics 26 (3) 533–545];['Morand, O.F.', 'Cough, Kenneth A.'];https://www.sciencedirect.com/science/article/pii/S0164070404000667;https://doi.org/10.1016/j.jmacro.2004.10.001;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1450;Recent Books Received Macroeconomics 26/4 (December 2004);[];https://www.sciencedirect.com/science/article/pii/S0164070404000552;https://doi.org/10.1016/j.jmacro.2004.09.002;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1451;Author Index Volume 26;[];https://www.sciencedirect.com/science/article/pii/S0164070404000631;https://doi.org/10.1016/S0164-0704(04)00063-1;Volume 26, Issue 4 ;Pages 567-756 (December 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/4
1452;Editorial board;[];https://www.sciencedirect.com/science/article/pii/S0164070404000382;https://doi.org/10.1016/S0164-0704(04)00038-2;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1453;Elasticity of substitution in public capital formation and economic growth;['Yakita, Akira'];https://www.sciencedirect.com/science/article/pii/S0164070404000266;https://doi.org/10.1016/j.jmacro.2003.02.002;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1454;Are real interest rates really nonstationary? New evidence from tests with good size and power;['Rapach, David E.', 'Weber, Christian E.'];https://www.sciencedirect.com/science/article/pii/S0164070404000278;https://doi.org/10.1016/j.jmacro.2003.03.001;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1455;Legal restrictions and sunspots: A further inquiry on the real-bills doctrine versus the quantity theory debate;['Chuang, Shi-Feng', 'Huo, Teh-Ming'];https://www.sciencedirect.com/science/article/pii/S016407040400028X;https://doi.org/10.1016/j.jmacro.2003.02.003;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1456;Bank capital requirements and the monetary transmission mechanism;['Kopecky, Kenneth J.', 'VanHoose, David'];https://www.sciencedirect.com/science/article/pii/S0164070404000291;https://doi.org/10.1016/j.jmacro.2003.03.002;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1457;Capital mobility and the effectiveness of fiscal policy in open economies;['Pierdzioch, Christian'];https://www.sciencedirect.com/science/article/pii/S0164070404000308;https://doi.org/10.1016/j.jmacro.2003.04.001;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1458;Is there a unit root in inflation?;['Henry, Ólan T.', 'Shields, Kalvinder'];https://www.sciencedirect.com/science/article/pii/S016407040400031X;https://doi.org/10.1016/j.jmacro.2003.03.003;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1459;A revisit to liquidity effects––evidence from a non-linear approach;['Chen, Show-Lin', 'Tsai, Li-Ju', 'Wu, Jyh-Lin'];https://www.sciencedirect.com/science/article/pii/S0164070404000321;https://doi.org/10.1016/j.jmacro.2003.03.004;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1460;When does inflation hurt economic growth? Different nonlinearities for different economies;['Burdekin, Richard C.K.', 'Denzau, Arthur T.', 'Keil, Manfred W.', 'Sitthiyot, Thitithep', 'Willett, Thomas D.'];https://www.sciencedirect.com/science/article/pii/S0164070404000333;https://doi.org/10.1016/j.jmacro.2003.03.005;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1461;Inequality, mobility, and the transmission of ability;['Morand, O.F.'];https://www.sciencedirect.com/science/article/pii/S0164070404000345;https://doi.org/10.1016/j.jmacro.2003.02.004;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1462;The dynamic adjustment of a transition economy in the early stages of transformation;['Papazoglou, Christos', 'Pentecost, Eric J.'];https://www.sciencedirect.com/science/article/pii/S0164070404000357;https://doi.org/10.1016/j.jmacro.2003.03.006;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1463;Miscellaneous;[];https://www.sciencedirect.com/science/article/pii/S0164070404000369;https://doi.org/10.1016/j.jmacro.2004.06.001;Volume 26, Issue 3 ;Pages 391-566 (September 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/3
1464;Editorial board;[];https://www.sciencedirect.com/science/article/pii/S0164070404000151;https://doi.org/10.1016/S0164-0704(04)00015-1;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1465;Monetary policy: How relevant are other policymakers?: Bundesbank 2003 Spring conference;['Herrmann, Heinz'];https://www.sciencedirect.com/science/article/pii/S0164070403000740;https://doi.org/10.1016/j.jmacro.2003.11.012;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1466;Optimal fiscal and monetary policy under imperfect competition;['Schmitt-Grohé, Stephanie', 'Uribe, Martı́n'];https://www.sciencedirect.com/science/article/pii/S0164070403000752;https://doi.org/10.1016/j.jmacro.2003.11.002;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1467;Comments on “Optimal fiscal and monetary policy under imperfect competition”;['Uhlig, Harald'];https://www.sciencedirect.com/science/article/pii/S0164070403000764;https://doi.org/10.1016/j.jmacro.2003.11.001;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1468;Comments on “Optimal fiscal and monetary policy under imperfect competition”;['Carlstrom, Charles T'];https://www.sciencedirect.com/science/article/pii/S0164070403000776;https://doi.org/10.1016/j.jmacro.2003.11.003;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1469;Active monetary policy, passive fiscal policy and the value of public debt: Some further monetarist arithmetic;['von Thadden, Leopold'];https://www.sciencedirect.com/science/article/pii/S0164070403000788;https://doi.org/10.1016/j.jmacro.2003.11.013;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1470;Comments on “Active monetary policy, passive fiscal policy and the value of public debt: Some further monetarist arithmetic”;['Hoeberichts, Marco'];https://www.sciencedirect.com/science/article/pii/S016407040300079X;https://doi.org/10.1016/j.jmacro.2003.11.004;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1471;Fiscal and monetary policy interactions: Empirical evidence and optimal policy using a structural New-Keynesian model;['Muscatelli, V.Anton', 'Tirelli, Patrizio', 'Trecroci, Carmine'];https://www.sciencedirect.com/science/article/pii/S0164070403000806;https://doi.org/10.1016/j.jmacro.2003.11.014;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1472;Comments on “Fiscal and monetary policy interactions: Empirical evidence on optimal policy using a structural new-Keynesian model”;['Favero, Carlo A'];https://www.sciencedirect.com/science/article/pii/S0164070403000818;https://doi.org/10.1016/j.jmacro.2003.11.005;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1473;Monetary policy rules and exchange rate flexibility in a simple dynamic general equilibrium model;['Devereux, Michael B.'];https://www.sciencedirect.com/science/article/pii/S016407040300082X;https://doi.org/10.1016/j.jmacro.2003.11.015;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1474;Comments on “Monetary policy rules and exchange rate flexibility in a simple dynamic general equilibrium model”;['Ghironi, Fabio', 'Hernandez, Kolver'];https://www.sciencedirect.com/science/article/pii/S0164070403000831;https://doi.org/10.1016/j.jmacro.2003.11.006;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1475;Comments on “Monetary policy rules and exchange rate flexibility in a simple dynamic general equilibrium model”;['Guerrieri, Luca'];https://www.sciencedirect.com/science/article/pii/S0164070403000843;https://doi.org/10.1016/j.jmacro.2003.11.007;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1476;Monetary and fiscal interactions in open economies;['Lombardo, Giovanni', 'Sutherland, Alan'];https://www.sciencedirect.com/science/article/pii/S0164070403000855;https://doi.org/10.1016/j.jmacro.2003.11.016;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1477;Comments on “Monetary and fiscal interactions in open economies”;['Leith, Campbell'];https://www.sciencedirect.com/science/article/pii/S0164070403000867;https://doi.org/10.1016/j.jmacro.2003.11.008;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1478;Comments on “Monetary and fiscal interactions in open economies”;['Vallés, Javier'];https://www.sciencedirect.com/science/article/pii/S0164070403000879;https://doi.org/10.1016/j.jmacro.2003.11.009;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1479;Mark-up fluctuations and fiscal policy stabilization in a monetary union;['Beetsma, Roel M.W.J.', 'Jensen, Henrik'];https://www.sciencedirect.com/science/article/pii/S0164070403000880;https://doi.org/10.1016/j.jmacro.2003.11.017;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1480;Comments on “Mark-up fluctuations and fiscal policy stabilisation in a monetary union”;['Smets, Frank'];https://www.sciencedirect.com/science/article/pii/S0164070403000892;https://doi.org/10.1016/j.jmacro.2003.11.010;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1481;Comments on “Mark-up fluctuations and fiscal policy stabilization in a monetary union”;['Faia, Ester'];https://www.sciencedirect.com/science/article/pii/S0164070403000909;https://doi.org/10.1016/j.jmacro.2003.11.011;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1482;Recent books in macroeconomics;[];https://www.sciencedirect.com/science/article/pii/S0164070404000230;https://doi.org/10.1016/j.jmacro.2004.04.001;Volume 26, Issue 2 ;Pages 179-390 (June 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/2
1483;Editorial board;[];https://www.sciencedirect.com/science/article/pii/S0164070404000035;https://doi.org/10.1016/S0164-0704(04)00003-5;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1484;Generational conflict, fiscal policy, and economic growth;['Holtz-Eakin, Douglas', 'Lovely, Mary E.', 'Tosun, Mehmet S.'];https://www.sciencedirect.com/science/article/pii/S0164070403000910;https://doi.org/10.1016/j.jmacro.2002.10.001;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1485;Sticky bargained wages;['Delacroix, Alain'];https://www.sciencedirect.com/science/article/pii/S0164070403000922;https://doi.org/10.1016/j.jmacro.2003.02.001;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1486;Exchange rate fluctuations in an economy with noise traders;['Gagnon, Gregory'];https://www.sciencedirect.com/science/article/pii/S0164070403000934;https://doi.org/10.1016/j.jmacro.2002.01.001;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1487;Accumulation of technological knowledge, wage differentials, and unemployment;['Meckl, Jürgen'];https://www.sciencedirect.com/science/article/pii/S0164070403000946;https://doi.org/10.1016/j.jmacro.2002.09.003;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1488;The size and dynamic effect of aggregate-demand and aggregate-supply disturbances in expansionary and contractionary regimes;['Shively, Philip A'];https://www.sciencedirect.com/science/article/pii/S0164070403000958;https://doi.org/10.1016/j.jmacro.2002.01.002;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1489;An empirical financial accelerator model: Small firms’ investment and credit rationing;['Vijverberg, Chu-Ping C.'];https://www.sciencedirect.com/science/article/pii/S016407040300096X;https://doi.org/10.1016/j.jmacro.2002.09.004;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1490;Are incomes converging among OECD countries? Time series evidence with two structural breaks;['Strazicich, Mark C', 'Lee, Junsoo', 'Day, Edward'];https://www.sciencedirect.com/science/article/pii/S0164070403000971;https://doi.org/10.1016/j.jmacro.2002.11.001;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1491;Avoiding hyperinflation: Evidence from a laboratory economy;['Deck, Cary A.'];https://www.sciencedirect.com/science/article/pii/S0164070403000983;https://doi.org/10.1016/j.jmacro.2002.10.002;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1492;Misecellaneous;[];https://www.sciencedirect.com/science/article/pii/S0164070403000995;https://doi.org/10.1016/j.jmacro.2003.12.001;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1493;Referee acknowledgement;[];https://www.sciencedirect.com/science/article/pii/S0164070404000138;https://doi.org/10.1016/j.jmacro.2004.02.001;Volume 26, Issue 1 ;Pages 1-178 (March 2004);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/26/issue/1
1494;Editorial board;[];https://www.sciencedirect.com/science/article/pii/S0164070403000673;https://doi.org/10.1016/S0164-0704(03)00067-3;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1495;How to manage financial shocks: Intra-European vs. international monetary coordination;['Creel, Jérôme', 'Capoen, Fabrice', 'Cussy, Pascal', 'Lenoble-Liaud, Hélène'];https://www.sciencedirect.com/science/article/pii/S0164070403000624;https://doi.org/10.1016/j.jmacro.2003.07.002;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1496;What do capital inflows do? Dissecting the transmission mechanism for Thailand, 1980–1996;['Jansen, W.Jos'];https://www.sciencedirect.com/science/article/pii/S0164070403000612;https://doi.org/10.1016/j.jmacro.2002.06.003;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1497;Tournaments, minimum wage, and money non-neutrality;['Lin, Chung-Cheng', 'Yang, C.C.'];https://www.sciencedirect.com/science/article/pii/S0164070403000600;https://doi.org/10.1016/j.jmacro.2002.09.002;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1498;Explaining ERM realignments: Insights from optimising models of currency crises;['Ozkan, F.Gulcin'];https://www.sciencedirect.com/science/article/pii/S0164070403000594;https://doi.org/10.1016/j.jmacro.2002.08.001;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1499;Cointegration modeling of interrelated factor demands: With an application to labor–import substitution in the European Union;['Tsionas, Efthymios G.', 'Christopoulos, Dimitris K.'];https://www.sciencedirect.com/science/article/pii/S0164070403000582;https://doi.org/10.1016/j.jmacro.2002.06.002;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1500;Money, endogenous fertility and economic growth;['Petrucci, Alberto'];https://www.sciencedirect.com/science/article/pii/S0164070403000570;https://doi.org/10.1016/j.jmacro.2002.09.001;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1501;Reexamining the interaction between innovation and capital accumulation;['Zeng, Jinli'];https://www.sciencedirect.com/science/article/pii/S0164070403000557;https://doi.org/10.1016/j.jmacro.2002.06.001;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1502;Commodity futures contracts: Furnishing an elastic currency in the nineteenth century;['Santos, Joseph'];https://www.sciencedirect.com/science/article/pii/S0164070403000569;https://doi.org/10.1016/j.jmacro.2003.07.001;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1503;Recent Books in Macroeconomics and Table of Contents;[];https://www.sciencedirect.com/science/article/pii/S0164070403000636;https://doi.org/10.1016/j.jmacro.2003.09.001;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1504;Corrigendum to “The saving-retention coefficient and country-size: The Feldstein–Horioka puzzle reconsidered” [Journal of Macroeconomics 25 (3) 387–396];['Ho, Tsung-Wu'];https://www.sciencedirect.com/science/article/pii/S0164070403000648;https://doi.org/10.1016/j.jmacro.2003.09.002;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1505;Author Index Volume 25;[];https://www.sciencedirect.com/science/article/pii/S016407040300065X;https://doi.org/10.1016/S0164-0704(03)00065-X;Volume 25, Issue 4 ;Pages 431-586 (December 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/4
1506;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070403000491;https://doi.org/10.1016/S0164-0704(03)00049-1;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1507;Capacity utilization, superior information, and the business cycle;['Boileau, Martin', 'Normandin, Michel'];https://www.sciencedirect.com/science/article/pii/S0164070403000399;https://doi.org/10.1016/S0164-0704(03)00039-9;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1508;Probing potential output: Monetary policy, credibility, and optimal learning under uncertainty;['Yetman, James'];https://www.sciencedirect.com/science/article/pii/S0164070403000405;https://doi.org/10.1016/S0164-0704(03)00040-5;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1509;A common currency peg in East Asia? Perspectives from Western Europe;['Chow, Hwee Kwan', 'Kim, Yoonbai'];https://www.sciencedirect.com/science/article/pii/S0164070403000417;https://doi.org/10.1016/S0164-0704(03)00041-7;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1510;Is policy perversity consistent with Keynesian business cycles?;['Myatt, Anthony', 'Scarth, William M.'];https://www.sciencedirect.com/science/article/pii/S0164070403000429;https://doi.org/10.1016/S0164-0704(03)00042-9;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1511;Stock market volatility and the US consumer expenditure;['Choudhry, Taufiq'];https://www.sciencedirect.com/science/article/pii/S0164070403000430;https://doi.org/10.1016/S0164-0704(03)00043-0;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1512;The saving-retention coefficient and country-size: The Feldstein–Horioka puzzle reconsidered;['Ho, Tsung-Wu'];https://www.sciencedirect.com/science/article/pii/S0164070403000442;https://doi.org/10.1016/S0164-0704(03)00044-2;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1513;Sources of inflation uncertainty and real economic activity;['Wu, Jyh-Lin', 'Chen, Show-Lin', 'Lee, Hsiu-Yun'];https://www.sciencedirect.com/science/article/pii/S0164070403000454;https://doi.org/10.1016/S0164-0704(03)00045-4;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1514;Interrelationship between presidential approval, presidential votes and macroeconomic performance, 1948–2000;['Fox, Gerald', 'Phillips, Earl N.'];https://www.sciencedirect.com/science/article/pii/S0164070403000466;https://doi.org/10.1016/S0164-0704(03)00046-6;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1515;Recent Books in macroeconomics;[];https://www.sciencedirect.com/science/article/pii/S0164070403000478;https://doi.org/10.1016/S0164-0704(03)00047-8;Volume 25, Issue 3 ;Pages 283-430 (September 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/3
1516;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070403000314;https://doi.org/10.1016/S0164-0704(03)00031-4;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1517;Permanent income and transitory variation in investment and output;['Fisher, Lance A.', 'Huh, Hyeon-seung', 'Tallman, Ellis W.'];https://www.sciencedirect.com/science/article/pii/S0164070403000235;https://doi.org/10.1016/S0164-0704(03)00023-5;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1518;Can non-traded goods solve the “comovement problem?”;['McIntyre, K.H'];https://www.sciencedirect.com/science/article/pii/S0164070403000247;https://doi.org/10.1016/S0164-0704(03)00024-7;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1519;Measuring US core inflation: A common trends approach;['Bagliano, Fabio C', 'Morana, Claudio'];https://www.sciencedirect.com/science/article/pii/S0164070403000259;https://doi.org/10.1016/S0164-0704(03)00025-9;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1520;Keynesian, non-Keynesian or no effects of fiscal policy changes? The EMU case;['van Aarle, Bas', 'Garretsen, Harry'];https://www.sciencedirect.com/science/article/pii/S0164070403000260;https://doi.org/10.1016/S0164-0704(03)00026-0;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1521;Testing the Balassa–Samuelson effect: Implications for growth and the PPP;['Ricardo Faria, João', 'León-Ledesma, Miguel'];https://www.sciencedirect.com/science/article/pii/S0164070403000272;https://doi.org/10.1016/S0164-0704(03)00027-2;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1522;International evidence on the connection between business cycles and economic growth;['Pedersen, Torben Mark', 'Elmer, Anne Marie'];https://www.sciencedirect.com/science/article/pii/S0164070403000284;https://doi.org/10.1016/S0164-0704(03)00028-4;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1523;Recent Books in Macroeconomics;['Theriot, M.'];https://www.sciencedirect.com/science/article/pii/S0164070403000296;https://doi.org/10.1016/S0164-0704(03)00029-6;Volume 25, Issue 2 ;Pages 149-282 (June 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/2
1524;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070403000120;https://doi.org/10.1016/S0164-0704(03)00012-0;Volume 25, Issue 1 ;Pages 1-148 (March 2003);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/25/issue/1
